			1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93
9	0.024	10	No reqm't	Tensile	Tensile	Tensile	No reqm't	Tensile	Tensile	Tensile	Tensile	No reqm't	No reqm't	No reqm't	Tensile	Tensile	Tensile	Tensile	Tensile	No reqm't	Tensile	Tensile	Tensile	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
10	0.025	11	No reqm't	Tensile	Tensile	Tensile	No reqm't	Tensile	Tensile	Tensile	Tensile	No reqm't	No reqm't	No reqm't	Tensile	Tensile	Tensile	Tensile	Tensile	No reqm't	Tensile	Tensile	Tensile	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
11	0.026	12	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
12	0.027	13	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
13	0.028	14	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
14	0.029	15	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
15	0.03	16	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
16	0.031	17	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
17	0.032	18	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
18	0.033	19	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
19	0.034	20	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
20	0.035	21	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
21	0.036	22	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
22	0.037	23	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
23	0.038	24	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
24	0.039	25	60.5 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	89.5 HR15Tw	61.5 HR15Tw	88 HR15Tw	87 HR15Tw	88.5 HR15Tw	88.5 HR15Tw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	90.5 HR15Tw	91.5 HR15Tw	92.5 HR15Tw	92.5 HR15Tw	63.5 HR15Tw	91.5 HR15Tw	89.5 HR15Tw	89.5 HR15Tw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	87.7 HR15Tw	85 HR15Tw	88 HR15Tw	88.5 HR15Tw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	89.5 HR15Tw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
25	0.040	26	60.5 HR15Tw	80 HRBw	80 HRBw	89.5 HRBw	61.5 HR15Tw	83.5 HRBw	83.5 HRBw	86 HRBw	86 HRBw	40.5 HR15Tw	No reqm't	No reqm't	86.5 HR15Tw	92 HR15Tw	94 HRBw	98 HRBw	98 HRBw	65 HRBw	94 HRBw	89 HRBw	89 HRBw	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	22 HRBw / 70 HREw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	75 HRHw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw	83.5 HRBw	83.5 HRBw	86 HRBw	86 HRBw	83.5 HRBw	83.5 HRBw	86 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	90 HR15Tw / 94 HRBw	89 HRBw	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	Use bare - no clad	84 HRBw	84 HRBw	86 HRBw	No reqm't	No reqm't	No reqm't	No reqm't	No reqm't	90 HRBw	No reqm't
