			1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93
9	0.024	10	No reqm't	Tensile	Tensile	Tensile	No reqm't	Tensile	Tensile	Tensile	Tensile	No reqm't	Tensile	Tensile	Tensile	Tensile	Tensile	Tensile	Tensile	No reqm't	Tensile	Tensile	Tensile	No reqm't	82 HR15Tw	82 HR15Tw	82 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	64 HR15Tw	78 HR15Tw	87 HR15Tw	85 HR15Tw	86 HR15Tw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	84 HR15Tw	84 HR15Tw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
10	0.025	11	No reqm't	Tensile	Tensile	Tensile	No reqm't	Tensile	Tensile	Tensile	Tensile	No reqm't	Tensile	Tensile	Tensile	Tensile	Tensile	Tensile	Tensile	No reqm't	Tensile	Tensile	Tensile	No reqm't	82 HR15Tw	82 HR15Tw	82 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	64 HR15Tw	78 HR15Tw	87 HR15Tw	85 HR15Tw	86 HR15Tw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	84 HR15Tw	84 HR15Tw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
11	0.026	12	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	82 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	64 HR15Tw	78 HR15Tw	87 HR15Tw	85 HR15Tw	86 HR15Tw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	84 HR15Tw	84 HR15Tw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
12	0.027	13	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	82 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	64 HR15Tw	78 HR15Tw	87 HR15Tw	85 HR15Tw	86 HR15Tw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	84 HR15Tw	84 HR15Tw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
13	0.028	14	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	82 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	64 HR15Tw	78 HR15Tw	87 HR15Tw	85 HR15Tw	86 HR15Tw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	84 HR15Tw	84 HR15Tw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
14	0.029	15	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	82 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	64 HR15Tw	78 HR15Tw	87 HR15Tw	85 HR15Tw	86 HR15Tw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	84 HR15Tw	84 HR15Tw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
15	0.03	16	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	82 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	64 HR15Tw	78 HR15Tw	87 HR15Tw	85 HR15Tw	86 HR15Tw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	84 HR15Tw	84 HR15Tw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
16	0.031	17	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	82 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	64 HR15Tw	78 HR15Tw	87 HR15Tw	85 HR15Tw	86 HR15Tw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	84 HR15Tw	84 HR15Tw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
17	0.032	18	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	82 HR15Tw	No reqm't	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	64 HR15Tw	78 HR15Tw	87 HR15Tw	85 HR15Tw	86 HR15Tw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	84 HR15Tw	84 HR15Tw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
18	0.033	19	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	68 HRBw	68 HRBw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
19	0.034	20	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	68 HRBw	68 HRBw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
20	0.035	21	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	68 HRBw	68 HRBw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
21	0.036	22	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	68 HRBw	68 HRBw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
22	0.037	23	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	68 HRBw	68 HRBw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
23	0.038	24	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	68 HRBw	68 HRBw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
24	0.039	25	No reqm't	82.5 HR15Tw	82.5 HR15Tw	86 HR15Tw	No reqm't	81 HR15Tw	81 HR15Tw	84 HR15Tw	84.5 HR15Tw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	87 HR15Tw	88 HR15Tw	90.5 HR15Tw	90.5 HR15Tw	No reqm't	88 HR15Tw	86.5 HR15Tw	86.5 HR15Tw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	79 HR15Tw	79 HR15Tw	86 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	82 HR15Tw	82 HR15Tw	84 HR15Tw	85 HR15Tw	No reqm't	65 HR15Tw	78 HR15Tw	No reqm't	87 HR15Tw	85 HR15Tw	No reqm't	No reqm't	86 HR15Tw	No reqm't	68 HRBw	68 HRBw	86 HR15Tw	86 HR15Tw	No reqm't	No reqm't	78 HR15Tw	65 HRBw	No reqm't	67 HR15Tw	79.5 HR15Tw	70 HR15Tw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	87.5 HR15Tw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	87.5 HR15Tw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
25	0.040	26	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
